gene,pval_hr6_vs_0,ratio_hr6_vs_0,pval_day1_vs_0,ratio_day1_vs_0,pval_day3_vs_0,ratio_day3_vs_0,pval_day7_vs_0,ratio_day7_vs_0
ADARB2,0.180659,0.862814,0.669623,0.966126,0.466013,0.923248,0.766961,0.968124
ADAT1,0.628392,1.04585,0.710418,0.974932,0.984121,1.00184,0.269935,1.10813
ADAT2,0.924678,0.993877,0.000152874,0.822796,0.26095,0.929156,0.14143,1.10135
ADAT3,0.674115,0.957921,0.943262,0.994645,0.526724,0.937268,0.943293,1.00729
ADCK1,0.851395,1.01746,0.919525,1.00692,0.710916,1.03486,0.617872,0.954898
ADCK2,0.0941754,1.14214,0.180033,0.924745,0.418262,1.06567,0.745118,1.0258
ADCK3,0.657565,1.03261,2.71E-09,0.683259,0.972583,0.997517,0.949897,0.995465
ADCK4,0.148158,0.928118,0.673537,1.01603,0.315401,1.05287,0.311738,0.949412
ADCK5,0.227826,0.897532,0.413899,1.05536,0.96373,0.995961,0.664033,1.03946
ADCY1,0.169124,0.887622,0.886369,1.00911,0.514132,0.945388,0.655076,0.962317
ADCY10,0.0704718,0.917076,0.172157,0.953206,0.358849,0.957535,0.408604,0.961703
ADCY2,0.0916096,0.869174,0.962376,1.00286,0.389677,0.93168,0.431209,0.937334
ADCY3,0.961276,0.994263,0.709286,0.967876,0.50698,0.924224,0.921965,0.988458
ADCY4,0.154381,0.88813,0.34028,1.06008,0.494542,0.945093,0.879209,0.987542
ADCY5,0.0638669,0.837307,0.705988,1.02662,0.307654,0.907904,0.529864,0.942415
ADCY6,0.191079,0.895938,0.307584,0.938823,0.596966,0.956826,0.47784,0.942418
ADCY7,0.886779,0.988997,0.000357145,1.24381,0.0011093,1.30607,0.399513,0.936426
ADCY8,0.209625,0.913809,0.363594,1.0492,0.593876,1.0388,0.536596,0.95682
ADCY9,0.997801,0.999777,0.0540914,0.889491,0.955638,1.00451,0.813689,0.981122
ADCYAP1,0.125158,0.876055,0.0513172,0.882425,0.222694,0.900522,0.0501564,0.843458
ADCYAP1R1,0.292734,0.906093,0.954505,1.00394,0.751444,0.97089,0.845837,0.982034
ADD1,0.447776,1.04541,0.000158671,0.839739,0.309404,0.942144,0.503519,0.961644
ADD2,0.58055,1.03822,0.260131,0.944859,0.774783,0.980785,0.928179,0.993909
ADD3,0.150408,1.17601,2.30E-06,0.646818,0.767376,0.967511,0.669313,1.04887
ADGRA1,0.0734148,0.821562,0.867582,1.0134,0.610275,0.946334,0.660945,0.953656
ADGRA2,0.249331,0.889417,0.268283,0.92023,0.793161,1.02687,0.659008,0.956337
ADGRA3,0.0399984,0.835258,0.0721726,0.890623,0.00154176,0.751506,0.441081,0.935814
ADGRB1,0.168556,0.883243,0.676513,0.972822,0.316139,0.913931,0.47467,0.937975
ADGRB2,0.0624101,0.865913,0.723461,0.980332,0.547453,0.955252,0.521108,0.952333
ADGRB3,0.522559,0.97219,0.609982,1.01674,0.147373,1.06656,0.240367,1.05341
ADGRD1,0.86181,0.986651,5.31E-05,0.778873,0.796816,0.980315,0.769854,0.97766
ADGRD2,0.177536,0.880204,0.96518,0.99698,0.394701,0.923008,0.745032,0.969942
ADGRE1,0.892243,1.01966,0.438397,1.08596,0.0211531,1.40484,0.352529,0.87447
ADGRE2,0.382754,0.868946,0.0282955,1.3046,0.0512334,1.37499,0.24082,0.827506
ADGRE3,0.235412,1.33767,0.000723603,0.525579,0.511138,1.17391,0.838928,0.951697
ADGRE5,0.984762,0.995399,0.691987,0.931743,0.488547,1.18249,0.705533,0.912746
ADGRF1,0.0310446,0.766475,0.498091,0.941334,0.348082,0.89261,0.195156,0.854312
ADGRF1,0.928128,0.993192,0.579513,1.03153,0.375719,1.06966,0.410498,1.06453
ADGRF2,0.448855,0.931892,0.517905,1.04545,0.400898,0.924696,0.891176,1.01279
ADGRF3,0.10005,0.87596,0.923053,1.00569,0.360653,0.929654,0.740974,0.974058
ADGRF4,0.114019,0.866653,0.489989,0.955312,0.325579,0.91543,0.270936,1.10415
ADGRF5,0.138736,0.920091,0.698126,1.01608,0.780342,0.984593,0.770758,1.01636
ADGRG1,0.692186,0.90335,5.51E-05,0.436713,0.270479,1.32895,0.998565,1.00046
ADGRG2,0.0202204,0.854472,0.613993,1.02491,0.854917,0.988009,0.347533,0.939667
ADGRG3,0.943307,0.991164,0.133726,1.14998,0.0459569,0.775716,0.126916,0.824755
ADGRG4,0.125216,0.915095,0.935602,0.996592,0.971985,1.00201,0.940287,1.0043
ADGRG5,0.154409,0.889178,5.81E-07,0.710455,0.610867,0.959246,0.433833,0.937904
ADGRG6,0.207753,0.943126,0.0631787,0.937664,0.0243056,0.898984,0.389132,0.960919
ADGRG7,0.154293,0.930985,0.211152,0.954799,0.425893,0.961076,0.856771,0.991067
ADGRL1,0.815046,0.963871,0.127284,0.835997,0.867797,1.02653,0.676851,1.0678
ADGRL1,0.554485,0.951912,0.282922,0.935773,0.86286,1.01448,0.768877,0.975827
ADGRL2,0.265581,0.944322,0.818975,0.99139,0.595176,0.973152,0.774522,1.01477
ADGRL3,0.180057,0.925153,0.791053,0.988803,0.755414,0.982231,0.568385,1.03341
ADGRL4,0.461437,0.962663,0.247289,0.956648,0.904766,0.993853,0.451335,1.03969
ADGRV1,0.232569,0.944641,0.221749,0.957849,0.604601,0.975736,0.92005,1.00477
ADH1A,0.558749,1.06903,0.345318,0.923321,0.383082,0.90504,0.300002,0.888039
ADH1B,0.226618,0.919912,0.684908,0.97965,0.336334,1.06844,0.931784,1.00589
ADH1C,0.399144,0.909827,0.0580528,1.17247,0.989136,0.99848,0.826335,1.02481
ADH4,0.015012,0.88215,0.584647,0.979954,0.53179,1.03188,0.0168768,0.884205
ADH5,0.944592,1.0083,0.105089,0.865765,0.921637,0.988372,0.483086,1.08718
ADH6,0.150849,0.914462,0.796077,1.01184,0.779351,1.01742,0.546556,0.963463
ADH7,0.711653,0.967925,0.843682,0.987244,0.591403,0.953727,0.770671,0.974625
ADHFE1,0.998267,1.00012,0.00572116,0.887671,0.479501,1.04067,0.0639292,1.11176
ADI1,0.687945,1.07886,0.664904,0.941327,0.812605,1.0458,0.759385,1.05957
ADIG,0.00843294,0.749718,0.973304,1.00262,0.29181,0.894023,0.455471,0.92395
ADIPOQ,0.381648,0.910097,0.960397,1.00394,0.429303,0.918467,0.662357,1.048
ADIPOR1,0.687358,1.04748,0.00208147,1.31568,0.956498,0.993737,0.95219,1.00693
ADIPOR2,0.788904,1.0201,0.00312299,1.18449,0.313168,1.07823,0.886014,1.01071
ADIRF,0.178662,0.894457,0.337326,1.06026,0.709207,1.03115,0.291383,0.916486
ADK,0.718549,1.06959,0.0404621,0.749659,0.424848,0.861285,0.567994,1.11259
ADM,0.52244,0.910936,6.96E-11,2.3957,0.0370448,1.36348,0.896782,1.01906
ADM2,0.032619,0.762625,0.198064,0.88794,0.16204,0.839392,0.256205,0.867876
ADM5,0.626894,1.05732,0.00802395,0.792875,0.452228,0.917296,0.413345,1.09855
ADNP,0.102923,1.18043,0.000295343,0.750985,0.614085,1.052,0.831332,1.02162
ADNP2,0.659526,0.962275,0.036277,0.871303,0.167142,0.885512,0.828721,0.981307
ADO,0.408422,1.05914,4.20E-08,1.38648,0.587954,1.0383,0.348074,1.06746
ADORA1,0.241357,0.88534,0.878558,0.988414,0.427077,0.921035,0.752248,0.967915
ADORA2A,0.555902,1.07276,0.156568,0.881794,0.20838,0.8599,0.86438,0.979867
ADORA2B,0.090151,0.866113,0.88881,0.991399,0.937926,1.00654,0.746768,0.973339
ADORA3,0.523971,0.846361,0.0451903,1.48303,0.611468,1.14211,0.847607,0.951025
ADPGK,0.821965,1.02117,1.68E-09,1.64727,0.385455,1.08446,0.893918,1.01249
ADPRH,0.371636,1.08437,7.73E-19,2.47635,0.000474825,1.39824,0.402111,1.07888
ADPRHL1,0.451239,0.935788,0.0441189,1.1425,0.358712,1.08433,0.742182,1.02934
ADPRHL2,0.772636,1.03163,4.70E-07,1.57707,0.0781391,1.21246,0.871905,1.01752
ADPRM,0.901628,1.01881,0.000913695,0.677276,0.450501,0.892215,0.688188,1.0624
ADRA1A,0.0732278,0.859739,0.301832,0.938322,0.448906,0.938881,0.887365,0.988304
ADRA1B,0.243506,0.891808,0.707354,0.973302,0.68523,0.961207,0.447461,0.928394
ADRA1D,0.0859418,0.856135,0.698029,1.0259,0.653017,0.960669,0.204336,0.8922
ADRA2A,0.241328,0.90876,0.0199928,0.866661,0.0911295,0.870266,0.294292,0.918031
ADRA2B,0.373983,0.912823,0.140414,1.11903,0.972252,1.00356,0.799377,0.974351
ADRA2C,0.212717,0.8819,0.612186,0.963172,0.523447,0.938013,0.702636,0.962482
ADRB1,0.312158,1.19865,0.0858461,1.25808,0.919203,0.982066,0.999593,1.00009
ADRB1,0.295708,0.883521,0.969401,0.996668,0.686475,0.953526,0.554589,0.932648
ADRB2,0.509035,0.956099,0.172829,0.9334,0.457139,1.05188,0.712456,1.02534
ADRB3,0.212895,0.822327,0.377946,1.10725,0.460949,0.891172,0.423689,0.882423
ADRBK1,0.922465,1.00995,0.0975695,0.88152,0.38637,1.09244,0.997545,0.999687
ADRBK2,0.27352,1.16079,0.000108317,1.51727,0.0401198,1.32793,0.642158,0.938971
ADRM1,0.778792,1.02973,0.776776,0.9784,0.714465,1.0389,0.77904,0.971165
ADSL,0.663244,1.06936,0.0626784,0.80644,0.850913,0.971491,0.762762,1.04756
ADSS,0.384866,1.11523,0.0661798,1.18825,0.217264,1.16816,0.502536,1.08766
ADSSL1,0.097889,0.875512,0.00460384,0.841534,0.972152,0.997237,0.697718,0.969663
ADTRP,0.876889,0.98107,0.972872,0.996907,0.204013,0.853921,0.806862,1.03063
AEBP1,0.177669,0.888127,0.000144047,0.768665,0.332409,0.918562,0.995341,1.00051
AEBP2,0.656862,1.04352,0.128953,0.897068,0.873986,1.01531,0.192539,1.13413
AEN,0.623333,0.953439,0.739933,0.976496,0.868032,0.984015,0.401055,1.08514
AES,0.681795,1.0394,2.75E-10,0.58323,0.140093,0.868976,0.985752,1.00168
AFAP1,0.727401,1.02772,0.011,0.859037,0.175715,0.89844,0.375235,0.932604
AFAP1-AS1,0.219092,0.832175,0.639292,0.949878,0.551874,0.915358,0.436068,0.890548
AFAP1L1,0.570272,0.947568,0.932537,1.00594,0.585469,0.949575,0.430352,0.927811
AFAP1L2,0.729298,0.978323,0.00902981,0.881447,0.204952,0.922327,0.878733,0.990389
AFF1,0.316791,1.08319,0.00885168,1.17213,0.149141,0.890692,0.71143,0.971022
AFF2,0.480453,0.949703,0.545687,0.967908,0.0454822,0.861727,0.577608,0.960123
AFF3,0.0851344,1.15102,1.74E-07,0.699945,0.00695686,0.798338,0.878542,1.01238
AFF4,0.316483,1.14853,0.0305875,1.25205,0.970072,0.994852,0.744289,1.04592
AFG3L1P,0.773682,0.982644,0.0495359,0.913974,0.519184,1.04009,0.407416,1.05189
AFG3L2,0.853822,1.01365,0.00213172,0.839638,0.283721,0.923763,0.990871,0.999159
AFM,0.169374,0.917519,0.557413,0.973421,0.58163,0.96633,0.722364,1.02231
AFP,0.205623,0.941041,0.884258,1.00514,0.572786,0.973451,0.939428,0.996386
AFTPH,0.209229,1.11541,0.180985,0.917571,0.384768,1.07821,0.818155,1.02005
AGA,0.146377,1.25463,0.990567,1.00135,0.133648,1.26416,0.122642,1.27307
AGAP1,0.0973418,0.877436,5.02E-08,0.694712,0.018051,0.827697,0.183466,0.90086
AGAP2,0.776664,1.01872,4.09E-05,0.806319,0.532266,0.959933,0.93394,0.994598
AGAP3,0.235276,0.919655,0.144073,1.0794,0.906398,0.991792,0.467832,0.950265
AGBL1,0.360791,0.939426,0.794179,0.98696,0.750573,0.978574,0.994548,1.00047
AGBL2,0.267656,0.952509,0.000474179,0.887248,0.891721,0.994077,0.0901324,0.927757
AGBL3,0.594195,1.09061,0.892422,1.01637,0.119686,1.29173,0.710532,0.941407
AGBL4,0.100514,0.873927,0.226663,0.929765,0.537749,0.951235,0.822616,0.982005
AGBL5,0.614254,1.02638,2.76E-07,0.799464,0.0917,0.915537,0.888813,1.00724
AGER,0.762137,0.969205,0.118477,0.886456,0.756675,1.03254,0.512958,1.07007
AGFG1,0.213565,1.10661,0.000564546,1.24397,0.401149,1.07047,0.982297,1.0018
AGFG2,0.0960733,1.12136,9.75E-11,0.668344,0.0862898,0.888552,0.657395,1.03061
AGGF1,0.146529,1.13485,0.568471,1.03705,0.529496,1.05583,0.657673,1.03899
AGK,0.681191,1.0567,0.884881,1.01445,0.754676,1.04282,0.383293,1.12454
AGL,0.35738,1.13488,0.0132982,0.772634,0.746651,0.956713,0.529795,1.09001
AGMAT,0.887865,0.985118,0.000109947,0.721008,0.13345,0.851025,0.868637,0.982566
AGMO,0.0337953,0.90915,0.960999,0.998416,0.582621,0.97613,0.701601,0.983309
AGO1,0.322779,1.1058,0.00054476,0.760157,0.589099,0.946717,0.48525,0.931637
AGO2,0.963434,1.00352,0.00191194,0.831849,0.190207,0.903766,0.698811,0.970775
AGO3,0.727748,1.02843,0.0513349,0.888697,0.281717,0.916558,0.631166,1.03944
AGO4,0.255896,1.16726,0.604339,0.949485,0.414159,1.1172,0.867469,1.02283
AGPAT1,0.342161,1.10978,0.00313882,0.779888,0.867676,0.981972,0.286352,0.889547
AGPAT2,0.538531,0.94617,0.0011688,1.25457,0.430676,1.07356,0.645368,0.959474
AGPAT3,0.826307,1.01685,6.68E-13,1.69827,0.0278862,1.18694,0.848238,0.985536
AGPAT3,0.805926,1.03326,0.317444,1.10384,0.608515,1.07067,0.991639,1.0014
AGPAT4,0.894472,0.987731,0.153227,1.10421,0.8101,0.977881,0.993537,1.00075
AGPAT4-IT1,0.858796,0.974242,0.880092,0.983791,0.271975,1.17593,0.453557,1.11652
AGPAT5,0.433899,1.12191,0.0411325,1.25308,0.892757,1.01996,0.941949,0.989383
AGPS,0.30518,1.11786,2.50E-06,1.52219,0.118125,1.18643,0.506052,1.0747
AGR2,0.0607491,0.876454,0.0305199,0.893158,0.822246,0.984587,0.0763039,0.883013
AGR3,0.440397,0.955854,0.964425,0.99808,0.306923,1.06175,0.109286,1.09924
AGRP,0.214011,0.925712,0.362923,0.959257,0.673458,0.97433,0.345332,0.943238
AGT,0.0924744,0.84847,0.980123,1.00177,0.236893,0.891622,0.82971,0.979491
AGTPBP1,0.56175,1.08697,0.00264488,0.716719,0.419556,0.890302,0.64626,0.9362
AGTR1,0.185679,0.921629,0.703934,1.01732,0.133381,1.09722,0.723284,1.0219
AGTR2,0.597917,0.950989,0.574072,0.961211,0.839194,1.0195,0.420256,0.925949
AGTRAP,0.768933,0.940736,0.498068,0.901,0.62417,1.10735,0.698289,0.922529
AGVR6190,0.277705,0.85786,0.341155,0.905596,0.982041,0.996844,0.731272,0.952889
AGXT,0.105373,0.854675,0.615276,0.965045,0.394938,0.921516,0.974556,0.996951
AGXT2,0.242812,0.898914,0.832486,1.01426,0.889061,0.987435,0.708588,0.966669
AHCTF1,0.25214,1.07591,2.41E-05,0.80542,0.027269,0.866296,0.88041,0.990493
AHCY,0.777457,1.02643,0.000299724,0.768884,0.214729,0.891079,0.314585,0.910978
AHCYL1,0.160882,1.07412,0.0100759,1.10423,0.0917455,1.0902,0.209375,1.06598
AHCYL2,0.213395,1.09066,0.602359,0.973682,0.800925,0.982692,0.958163,0.996375
AHDC1,0.521386,0.95236,3.53E-05,0.776689,0.485355,1.05457,0.277473,0.920368
AHI1,0.681202,1.04315,0.539137,1.04779,0.956871,1.00557,0.730025,1.03611
AHNAK,0.767412,1.03665,0.198328,0.890025,0.837526,0.975358,0.769006,1.03639
AHNAK2,0.0509755,0.874819,0.730939,0.983053,0.637229,1.03226,0.0282398,0.859777
AHR,0.462731,1.139,0.00109511,1.56709,0.355674,0.84879,0.722531,1.06482
AHRR,0.378645,0.922622,0.233147,1.08416,0.458203,0.934462,0.469551,0.93606
AHSA1,0.0293612,1.22207,0.853834,0.987835,0.810058,0.978608,0.6803,1.03779
AHSA2,0.683847,0.974148,0.000699769,0.843429,0.937408,0.994966,0.233788,1.0801
AHSG,0.351908,0.918866,0.81161,0.984188,0.58958,0.95228,0.476707,1.0667
AHSP,0.446277,0.872908,0.139462,1.2169,0.643072,0.920761,0.594127,1.09962
AICDA,0.100501,0.866464,0.423689,0.950231,0.96116,0.995814,0.311834,0.916177
AIDA,0.690211,1.06143,0.171113,0.858604,0.787793,1.04106,0.760247,1.04668
AIF1,0.666475,1.10707,0.350009,0.849213,0.455455,1.19299,0.769591,0.933237
AIF1L,0.106192,0.866444,0.203555,0.920419,0.335597,0.918745,0.247868,0.903117
AIFM1,0.844727,1.02942,0.741629,1.03672,0.0674529,1.31673,0.321123,1.15902
AIFM2,0.0181597,0.807145,0.302163,1.06994,0.191412,0.890248,0.978231,0.997595
AIFM3,0.168826,0.873222,0.225457,0.915744,0.847443,0.981392,0.474204,0.93236
AIG1,0.378751,1.13231,0.00192232,0.713317,0.709595,0.948939,0.847919,0.973384
AIM1L,0.382341,0.90479,0.756262,1.02652,0.645791,0.948855,0.405307,0.909121
AIM2,0.487333,1.26745,0.000571121,2.50541,0.113572,1.72511,0.973863,0.988908
AIMP1,0.809586,1.03626,0.144014,0.851179,0.757477,0.955369,0.220947,1.19988
AIMP2,0.606517,1.07571,0.160791,1.15949,0.147142,1.2303,0.390433,1.12972
AIP,0.447283,1.10439,0.00114553,0.719151,0.908094,1.01516,0.693235,0.949866
AIPL1,0.270662,0.89366,0.713879,1.02788,0.898509,1.01303,0.921348,1.01007
AIRE,0.071717,0.834043,0.959559,0.996292,0.302512,0.902311,0.498189,0.934884
AJAP1,0.0681598,0.865062,0.030507,0.880004,0.084641,0.872141,0.370483,0.932112
AJUBA,0.568124,0.962714,0.106712,0.922937,0.877614,0.989816,0.841199,1.01341
AK1,0.115712,0.868029,0.015937,0.849752,0.604122,0.954898,0.859834,0.984423
AK2,0.451401,1.15177,0.38025,1.12942,0.567757,1.11302,0.58011,1.10923
AK3,0.740721,1.03044,0.000695962,0.786548,0.00665472,0.775048,0.842876,1.01812
AK4,0.246722,0.854499,0.475383,1.07387,0.864893,1.02322,0.181848,0.833918
AK5,0.300238,1.17464,1.52E-10,0.4052,0.555077,0.912674,0.45316,1.1233
AK6,0.684103,1.13222,0.327053,0.801098,0.973877,0.990063,0.616222,1.16537
AK7,0.664595,0.972977,0.734402,1.01595,0.27829,1.07125,0.622577,1.0316
AK8,0.254962,0.898996,0.118669,0.897277,0.185181,0.883197,0.313417,0.910136
AK9,0.159859,1.20458,0.816682,0.977789,0.326811,0.878788,0.425343,1.11058
AKAP1,0.263185,1.07527,1.39E-10,0.685274,0.273393,0.931444,0.714991,1.02383
AKAP10,0.211744,1.13027,0.00243811,1.25598,0.236065,1.12311,0.970598,0.996419
AKAP11,0.55973,1.08656,0.665403,1.04648,0.430619,0.893743,0.856942,0.974704
AKAP12,0.137124,0.872236,0.720525,1.02434,0.128913,0.869631,0.564843,0.9489
AKAP13,0.19497,1.10262,0.0599817,1.11145,0.609004,1.03903,0.504459,1.05128
AKAP14,0.565741,0.955505,0.512003,1.03914,0.878786,0.988004,0.864186,1.01363
AKAP2,0.848397,0.98125,0.0292021,1.17726,0.15999,0.868975,0.703263,0.962967
AKAP3,0.237165,0.920233,0.782653,1.01434,0.468249,0.950477,0.327764,1.07109
AKAP4,0.0202154,0.803581,0.786224,1.01855,0.435348,0.93076,0.627728,0.956452
AKAP5,0.232075,0.783015,0.160522,0.8084,0.630362,0.906716,0.580726,0.893654
AKAP6,0.0843409,0.761303,0.116198,0.832883,0.58638,0.918647,0.809578,0.963159
AKAP7,0.68854,1.03209,0.00580304,1.18119,0.794457,1.02073,0.401211,0.935831
AKAP8,0.359779,0.952093,0.187037,0.948886,0.916258,1.00563,0.436595,1.04254
AKAP8L,0.977621,0.997151,8.58E-05,0.727255,0.884822,0.985375,0.550387,1.06272
AKAP9,0.10959,1.17542,0.652207,1.0338,0.377504,1.0924,0.173261,1.14693
AKIP1,0.494158,0.938805,0.680318,1.02846,0.705818,1.03542,0.738304,1.03128
AKIRIN1,0.181465,1.10311,0.0396242,1.11957,0.22617,1.0928,0.277974,1.08268
AKIRIN2,0.520188,1.14622,0.430776,1.13157,0.335339,1.22748,0.557276,1.13259
AKNA,0.713773,1.03996,6.48E-06,0.67453,0.952767,0.993696,0.437565,0.920236
AKNAD1,0.0650785,0.8919,0.845975,0.991286,0.783026,0.983337,0.952529,1.00364
AKR1A1,0.363457,0.899433,0.0189764,1.22968,0.856565,0.97922,0.56815,0.93575
AKR1B1,0.143424,0.869158,3.05E-06,0.694415,0.476161,0.934499,0.528525,0.941864
AKR1B15,0.578846,1.04632,0.0255811,1.14752,0.0273395,1.20208,0.357708,1.07812
AKR1C1,0.501979,0.892288,0.729627,0.957662,0.0272979,0.681907,0.540605,1.10941
AKR1C2,0.0469336,0.79572,0.0904735,0.866726,0.0606959,0.806327,0.202308,0.86504
AKR1C3,0.893236,0.978754,4.25E-06,0.546533,0.493121,1.11617,0.961838,0.992374
AKR1C4,0.943155,1.00472,0.449634,0.963707,0.756545,0.97973,0.82303,0.985339
AKR1C6P,0.0960031,0.840071,0.599153,0.960644,0.25716,0.888896,0.90797,1.01201
AKR1D1,0.250949,0.930898,0.229996,1.05689,0.297555,1.06705,0.0235529,1.15476
AKR1E2,0.205042,0.87968,0.337942,0.931136,0.181027,0.873343,0.635002,0.953422
AKR7A2,0.115812,0.901785,2.24E-05,0.800588,0.142515,0.908235,0.0551934,0.880921
AKR7A3,0.636658,0.970838,0.0698254,0.918369,0.878082,0.990444,0.55948,1.03726
AKR7L,0.515897,0.928337,0.601688,1.04508,0.587918,0.939902,0.675285,0.95324
AKT1,0.945504,1.00803,0.0967285,0.864563,0.838723,1.02412,0.553542,0.932889
AKT1S1,0.341361,0.943627,0.022147,0.9001,0.128795,0.910956,0.300983,0.938824
AKT2,0.899657,1.0082,0.000514077,1.19293,0.980246,0.998397,0.650606,0.971052
AKT3,0.278267,1.30545,0.0552652,0.703073,0.153213,0.702852,0.5771,0.872396
AKTIP,0.16765,1.31304,0.000131333,0.5522,0.581499,0.897671,0.642571,1.09511
ALAD,0.974141,0.99701,0.0445401,0.869558,0.342651,1.09202,0.76404,1.02813
ALAS1,0.245618,1.12369,1.10E-09,1.72178,5.98E-05,1.54324,0.325974,1.10348
ALAS2,0.831313,0.917231,0.299414,1.36669,0.298578,1.52763,0.399009,1.40941
ALB,0.363732,0.94467,0.572218,1.02642,0.78241,1.01739,0.276642,1.07068
ALCAM,0.399541,1.19354,0.00415478,1.58607,0.88317,0.969709,0.806767,1.05254
ALDH16A1,0.534069,0.94996,0.392232,0.949086,0.407405,1.0709,0.821903,0.981617
ALDH18A1,0.0960513,1.13538,1.91E-09,0.669233,0.0451189,0.857457,0.0898725,1.13821
ALDH1A1,0.706995,1.12476,0.137613,0.707207,0.968356,0.987677,0.735414,1.11147
ALDH1A2,0.117305,0.841418,0.170352,1.11776,0.416112,0.914963,0.30947,0.894693
ALDH1A3,0.107743,0.871158,0.331193,0.940773,0.250054,0.90662,0.124085,0.876571
ALDH1B1,0.738681,1.02307,0.00564545,0.865016,0.908551,0.992182,0.810637,0.983758
ALDH1L1,0.0588562,0.835992,0.724494,0.976021,0.212573,0.889555,0.834785,0.980749
ALDH2,0.992242,0.998186,0.0350158,0.742921,0.854785,1.03478,0.719938,0.935191
ALDH3A1,0.0849275,0.859289,0.242061,0.927314,0.312532,0.915707,0.579716,0.953019
ALDH3A2,0.356799,1.11602,0.0575993,1.18449,0.229118,1.15452,0.540838,1.07539
ALDH3B1,0.892831,1.0165,0.00870249,1.27558,0.101395,1.22332,0.34462,0.891115
ALDH3B2,0.624736,0.96045,0.00779944,1.1825,0.153436,1.12614,0.291482,1.09133
ALDH5A1,0.403557,1.06888,0.000884555,0.813761,0.292495,0.919331,0.376144,1.07316
ALDH6A1,0.421611,1.06778,0.00538347,0.84056,0.217351,0.903847,0.170067,1.11922
ALDH7A1,0.914198,1.02169,0.26569,1.17902,0.0856874,1.41507,0.646321,1.09578
ALDH8A1,0.0267554,0.873734,0.714891,0.984067,0.385655,0.949518,0.380085,0.948935
ALDH9A1,0.498153,1.08446,0.0704287,0.850326,0.750587,1.03871,0.682617,1.05009
ALDOA,0.713289,0.959642,0.0241806,0.825951,0.894703,1.01494,0.629239,0.947287
ALDOAP2,0.215679,0.899631,0.909319,0.992892,0.6015,0.956626,0.836186,1.01769
ALDOB,0.134082,0.886773,0.9777,0.998364,0.820321,1.01819,0.402092,0.935474
ALDOC,0.71817,1.04506,2.13E-10,0.494073,0.613417,0.940128,0.882214,1.01825
ALG1,0.670945,1.02927,0.224856,1.06316,0.225402,1.08635,0.493801,1.04762
ALG10,0.879505,1.01603,0.426399,1.06375,0.533237,0.936623,0.607894,0.947542
ALG11,0.220296,1.17529,0.0117037,1.28562,0.161848,1.2029,0.302948,1.14505
ALG12,0.489059,0.95299,0.909795,0.994206,0.362776,1.06551,0.651296,1.03191
ALG13,0.362655,1.05253,0.021992,0.90736,0.472713,0.96048,0.711288,1.02096
ALG13,0.449878,1.12876,0.444391,1.09477,0.998788,0.999757,0.816443,1.03781
ALG14,0.72578,1.05122,0.371778,1.09883,0.506538,1.09937,0.0732475,1.29557
ALG1L,0.276059,0.821502,0.384764,0.890802,0.0142709,0.63578,0.0726896,0.720925
ALG2,0.25658,1.08844,0.0152008,1.14681,0.847057,0.985781,0.186815,1.10388
ALG3,0.588624,0.957433,0.838024,0.987945,0.205136,1.10801,0.6838,1.03328
ALG5,0.883317,1.03835,0.985523,0.99657,0.991373,1.00278,0.621705,1.13502
ALG6,0.163387,1.23807,0.900717,0.986112,0.513287,1.10454,0.431441,1.12723
ALG8,0.457963,1.11317,0.847575,1.02066,0.791888,1.03876,0.510925,1.09955
ALG9,0.547143,1.07401,0.688701,1.03567,0.767111,1.0357,0.497394,1.08384
ALK,0.365771,0.933921,0.279718,1.06231,0.996884,1.00029,0.867531,1.01264
ALKBH1,0.0368474,1.28862,1.64E-05,1.51475,0.0110017,1.36628,0.219207,1.15857
ALKBH2,0.917521,0.991981,4.06E-06,0.745064,0.23114,0.910518,0.908051,0.991061
ALKBH3,0.76357,1.0226,0.0871189,0.909192,0.832506,1.01584,0.98284,1.0016
ALKBH4,0.346435,0.936688,0.321287,0.950365,0.748862,0.978089,0.248652,0.922827
ALKBH5,0.638757,0.973472,5.77E-08,0.766286,0.586235,0.969296,0.456528,0.958186
ALKBH6,0.205215,1.12107,0.851165,0.987671,0.136533,1.1442,0.919995,1.00903
ALKBH7,0.647828,0.948376,2.41E-05,0.673579,0.99593,1.00059,0.399642,0.906674
ALKBH8,0.159225,1.19763,0.290462,1.10473,0.13483,1.21144,0.120544,1.22057
ALMS1,0.189438,1.16154,0.401487,0.93206,0.684891,0.955082,0.411078,1.09782
ALMS1P,0.417708,0.924015,0.146218,1.11114,0.678317,0.960452,0.494175,1.06888
ALOX12,0.142391,0.774175,0.29839,0.875195,0.187033,0.794729,0.16805,0.786447
ALOX12B,0.00861895,0.823048,0.0671202,0.906188,0.233592,0.917629,0.278043,0.924789
ALOX15,0.0588582,0.867904,0.809957,0.986993,0.870739,0.988078,0.69757,0.971747
ALOX15B,0.0268006,0.803346,0.579697,0.961224,0.368794,0.916578,0.945973,1.00656
ALOX5,0.751566,1.07171,0.483805,1.12002,0.958031,1.01157,0.655059,0.906846
ALOX5AP,0.706083,1.04908,0.00436962,0.757198,0.521359,0.921661,0.986535,0.997859
